SampleID,Diversidad_Shannon,Firmicutes_%,Bacteroidetes_%,Actinobacteria_%,Proteobacteria_%,F_B_ratio
1077.107588,3.876625824,50.96818811,48.08667589,0.126786538,0.426463808,1.059923298
3475.107615,4.140433073,65.84909096,32.10653627,0.964964757,0.730876271,2.05095593
1897.121305,3.991447735,90.88339223,8.724702859,0.282685512,0.070671378,10.4167894
000016193.fixed357,3.87882613,56.9081404,31.88117169,2.896025226,8.140403286,1.785007808
1281.107648,3.327844084,63.71138597,10.98040798,0.95034402,0.038336595,5.802278574
3001.10764,3.44874142,41.11434337,28.33294022,27.70920146,0.183452578,1.451114605
1546.113193,4.427228585,50.67464508,37.32253901,10.85689702,0.969924518,1.357749135
6972.113017,4.244078497,20.08979114,5.894983408,13.94105017,57.98555534,3.40794702
9749.121059,5.002944805,33.91104881,21.24378743,11.94086912,24.85026125,1.596280744
10809.12597,2.481310928,13.66709924,0.969879107,74.87876511,9.063588553,14.0915493
5686.105389,3.920342613,65.18003937,34.00949404,0.416811393,0.26166493,1.916524818
5421.105375,4.374430845,32.91000841,9.411269975,15.08410429,38.07401177,3.496872207
000014542.fixed230,3.937577471,33.66107811,63.70142113,0.077036917,1.060271251,0.528419579
14440.1262,3.828730172,36.15668581,61.36860815,1.531309817,0.875034181,0.589172329
000015279.fixed16,2.258146803,81.88969645,1.316802052,9.437081374,6.045318512,62.18831169
000015188.fixed1026,3.293656567,60.68032187,1.207022677,28.52962692,8.119970739,50.27272727
2028.105381,3.887691979,69.36774651,23.8342734,5.956353542,0.826861176,2.910420022
2610.10539,2.768852108,12.98274919,1.846038649,12.25700544,13.74593209,7.03276131
3223.105382,2.475899051,14.25484333,2.877101289,22.30570143,54.38098349,4.954585153
2212.105378,4.678276068,21.13877046,8.334479439,10.16366387,37.09255948,2.53630363
9722.125966,3.697800366,21.50714779,2.92820322,7.110591486,61.04586278,7.344827586
5167.105392,1.270595993,12.84596071,0.177226407,58.01506424,28.84064392,72.48333333
14365.12616,4.625736478,70.45622408,21.15788876,1.545366741,1.516959264,3.330021482
000017653.fixed704,4.085751064,49.46757018,46.321394,0.223862536,3.013068732,1.067920585
9071.125971,3.574078876,24.81279782,4.251191287,12.5357386,48.11436351,5.836669335
5420.105385,4.453435835,41.23590501,5.16210704,25.34871182,16.51546053,7.988192552
000007854.fixed941,4.074466109,55.08601104,9.977280104,13.46965271,15.3197014,5.521145088
9073.125978,1.429644619,59.04592064,0.320998663,37.25367811,3.370485956,183.9444444
6726.105381,4.207769994,39.58843704,56.1028331,0.412139378,3.622791596,0.705640604
000015278.fixed15,3.945866974,44.01712529,2.974970726,23.33870023,16.79961944,14.79581796
5656.105392,3.476400137,29.58750903,4.759511168,21.05180484,29.97392479,6.21650165
5159.105371,4.026665208,29.67496447,4.123687709,36.86563059,26.73176546,7.196220122
2642.105374,1.831695263,85.24348254,3.167185877,2.259933322,8.19259988,26.91458154
5359.105396,2.681222078,28.67627785,1.499344692,16.66841415,51.52817824,19.12587413
